t,y_1,y_2,y_3,y_4
2.83,4.69637392133327e-05,2.19093817845849e-05,0.000632430848823005,0.0184695971332035
2.84,4.33372409846511e-05,2.02175574178552e-05,0.000583595060971497,0.0176825165137262
2.85,3.9992130642384e-05,1.86570039748669e-05,0.000538548507376218,0.0169284429517577
2.86,3.68987997804895e-05,1.72139109630883e-05,0.000496892537798646,0.0162059753937858
2.87,3.40450669216885e-05,1.58825948437668e-05,0.000458463092468341,0.0155138817067145
2.88,3.14152659045358e-05,1.46557478239179e-05,0.000423049226352858,0.0148509438130807
2.89,2.89901142577315e-05,1.35243739359719e-05,0.000390391264268517,0.0142159480784301
2.9,2.6747417667286e-05,1.2478117827855e-05,0.000360190291620718,0.0136076915234724
2.91,2.46788879699755e-05,1.15131140847527e-05,0.000332334730199924,0.0130251301290506
2.92,2.2773052265391e-05,1.06240105415759e-05,0.000306670085889571,0.0124672281247249
2.93,2.10156017120564e-05,9.80413152855573e-06,0.000283003660097963,0.011932944586907
2.94,1.93906945519632e-05,9.04608589217509e-06,0.00026112210089421,0.0114212495961489
2.95,1.78919589107362e-05,8.34690115237066e-06,0.000240939605621592,0.0109312606700486
2.96,1.65108504058591e-05,7.70259089731609e-06,0.000222341103281974,0.0104620983995145
2.97,1.52374525318614e-05,7.10852907730306e-06,0.000205193059661025,0.0100128819529497
2.98,1.4061042216645e-05,6.55971372978957e-06,0.000189351089853681,0.00958273920703089
2.99,1.29759506472192e-05,6.05349994599718e-06,0.00017473884640135,0.00917091173135185
3,1.19756790058119e-05,5.58685597484844e-06,0.000161268815671464,0.00877664938393374
